2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO OS [uname_result(system='Linux', node='54b9e5afceb2', release='5.3.0-26-generic', version='#28-Ubuntu SMP Wed Dec 18 05:37:46 UTC 2019', machine='x86_64', processor='')]
2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO Python [namespace(_multiarch='x86_64-linux-gnu', cache_tag='cpython-37', hexversion=50791408, name='cpython', version=sys.version_info(major=3, minor=7, micro=3, releaselevel='final', serial=0))]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.rally INFO Rally version [1.4.0]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.utils.net INFO Connecting directly to the Internet (no proxy support).
2020-01-24 11:12:23,919 -not-actor-/PID:1 esrally.rally INFO Detected a working Internet connection.
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.rally INFO Actor system already running locally? [False]
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.actor INFO Starting actor system with system base [multiprocTCPBase] and capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900'}].
2020-01-24 11:12:23,964 -not-actor-/PID:10 root INFO ++++ Actor System gen (3, 9) started, admin @ ActorAddr-(T|:1900)
2020-01-27 13:57:46,462 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [6].
2020-01-27 13:57:46,615 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [1] on [14564.089759], that is in [0:00:00.984685].
2020-01-27 13:57:46,463 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [7].
2020-01-27 13:57:46,617 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [1] on [14564.089190], that is in [0:00:00.982743].
2020-01-27 13:57:46,539 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO A track preparator has exited.
2020-01-27 13:57:46,619 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [1] on [14564.087161], that is in [0:00:00.978552].
2020-01-27 13:57:46,562 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [1/8] drivers reached join point [0/9].
2020-01-27 13:57:46,563 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [2/8] drivers reached join point [0/9].
2020-01-27 13:57:46,573 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [3/8] drivers reached join point [0/9].
2020-01-27 13:57:46,575 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [4/8] drivers reached join point [0/9].
2020-01-27 13:57:46,576 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [5/8] drivers reached join point [0/9].
2020-01-27 13:57:46,580 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [6/8] drivers reached join point [0/9].
2020-01-27 13:57:46,590 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [7/8] drivers reached join point [0/9].
2020-01-27 13:57:46,596 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [8/8] drivers reached join point [0/9].
2020-01-27 13:57:46,597 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO All drivers completed their tasks until join point [0/9].
2020-01-27 13:57:46,601 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [14564.089474] (master timestamp [14564.090932])
2020-01-27 13:57:46,602 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [14564.081868] (master timestamp [14564.090932])
2020-01-27 13:57:46,602 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [14564.086395] (master timestamp [14564.090932])
2020-01-27 13:57:46,602 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [14564.089029] (master timestamp [14564.090932])
2020-01-27 13:57:46,602 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [14564.088573] (master timestamp [14564.090932])
2020-01-27 13:57:46,603 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [14564.089759] (master timestamp [14564.090932])
2020-01-27 13:57:46,603 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [14564.089190] (master timestamp [14564.090932])
2020-01-27 13:57:46,603 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [14564.087161] (master timestamp [14564.090932])
2020-01-27 13:57:47,594 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-27 13:57:47,594 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,595 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [1/8] drivers reached join point [1/9].
2020-01-27 13:57:47,598 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-27 13:57:47,599 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-27 13:57:47,598 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,599 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [2/8] drivers reached join point [1/9].
2020-01-27 13:57:47,599 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,600 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-27 13:57:47,600 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-27 13:57:47,600 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-27 13:57:47,602 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-27 13:57:47,602 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-27 13:57:47,600 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [3/8] drivers reached join point [1/9].
2020-01-27 13:57:47,600 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] is executing [delete-index].
2020-01-27 13:57:47,600 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,601 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,602 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,602 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(1)].
2020-01-27 13:57:47,602 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [4/8] drivers reached join point [1/9].
2020-01-27 13:57:47,601 ActorAddr-(T|:35317)/PID:76 esrally.driver.driver INFO Choosing [deterministic scheduler] for [delete-index].
2020-01-27 13:57:47,603 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [5/8] drivers reached join point [1/9].
2020-01-27 13:57:47,604 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [6/8] drivers reached join point [1/9].
2020-01-27 13:57:47,601 ActorAddr-(T|:35317)/PID:76 esrally.driver.driver INFO Creating iteration-count based schedule with [deterministic] distribution for [delete-index] with [0] warmup iterations and [1] iterations.
2020-01-27 13:57:47,604 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [7/8] drivers reached join point [1/9].
2020-01-27 13:57:47,601 ActorAddr-(T|:35317)/PID:76 esrally.driver.driver INFO iteration-count-based schedule will determine when the schedule for [delete-index] terminates.
2020-01-27 13:57:47,611 ActorAddr-(T|:35317)/PID:76 esrally.driver.runner INFO Index [metricbeat] already exists. Deleting it.
2020-01-27 13:57:48,264 ActorAddr-(T|:35317)/PID:76 esrally.driver.driver INFO iteration-count-based schedule for [delete-index] stopped regularly.
2020-01-27 13:57:52,607 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-27 13:57:52,607 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(1)].
2020-01-27 13:57:52,610 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO [8/8] drivers reached join point [1/9].
2020-01-27 13:57:52,611 ActorAddr-(T|:40665)/PID:12 esrally.actor INFO Task has finished.
2020-01-27 13:57:52,611 ActorAddr-(T|:40665)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-27 13:57:52,614 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [3] on [14570.102119], that is in [0:00:00.997965].
2020-01-27 13:57:52,615 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [3] on [14570.101240], that is in [0:00:00.996241].
2020-01-27 13:57:52,620 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [3] on [14570.102258], that is in [0:00:00.992779].
2020-01-27 13:57:52,622 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [3] on [14570.101738], that is in [0:00:00.989793].
2020-01-27 13:57:52,626 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [3] on [14570.101623], that is in [0:00:00.985375].
2020-01-27 13:57:52,627 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [3] on [14570.101639], that is in [0:00:00.984994].
2020-01-27 13:57:52,629 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [3] on [14570.102192], that is in [0:00:00.983869].
2020-01-27 13:57:52,628 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [3] on [14570.100949], that is in [0:00:00.982965].
2020-01-27 13:57:52,610 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO All drivers completed their tasks until join point [1/9].
2020-01-27 13:57:52,613 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [14570.101240] (master timestamp [14570.102912])
2020-01-27 13:57:52,614 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [14570.102119] (master timestamp [14570.102912])
2020-01-27 13:57:52,619 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [14570.102258] (master timestamp [14570.102912])
2020-01-27 13:57:52,621 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [14570.101738] (master timestamp [14570.102912])
2020-01-27 13:57:52,624 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [14570.101623] (master timestamp [14570.102912])
2020-01-27 13:57:52,626 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [14570.101639] (master timestamp [14570.102912])
2020-01-27 13:57:52,627 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [14570.100949] (master timestamp [14570.102912])
2020-01-27 13:57:52,628 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [14570.102192] (master timestamp [14570.102912])
2020-01-27 13:57:53,614 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-27 13:57:53,612 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-27 13:57:53,614 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-27 13:57:53,613 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-27 13:57:53,614 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-27 13:57:53,613 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-27 13:57:53,616 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-27 13:57:53,612 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-27 13:57:53,624 -not-actor-/PID:76 elasticsearch WARNING PUT http://esslave0:9200/metricbeat [status:N/A request:0.002s]
Traceback (most recent call last):
  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 157, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw
  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 84, in create_connection
    raise err
  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 74, in create_connection
    sock.connect(sa)
ConnectionRefusedError: [Errno 111] Connection refused

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 238, in perform_request
    method, url, body, retries=Retry(False), headers=request_headers, **kw
  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 720, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]
  File "/usr/local/lib/python3.7/site-packages/urllib3/util/retry.py", line 376, in increment
    raise six.reraise(type(error), error, _stacktrace)
  File "/usr/local/lib/python3.7/site-packages/urllib3/packages/six.py", line 735, in reraise
    raise value
  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 672, in urlopen
    chunked=chunked,
  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 387, in _make_request
    conn.request(method, url, **httplib_request_kw)
  File "/usr/local/lib/python3.7/http/client.py", line 1229, in request
    self._send_request(method, url, body, headers, encode_chunked)
  File "/usr/local/lib/python3.7/http/client.py", line 1275, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)
  File "/usr/local/lib/python3.7/http/client.py", line 1224, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "/usr/local/lib/python3.7/http/client.py", line 1016, in _send_output
    self.send(msg)
  File "/usr/local/lib/python3.7/http/client.py", line 956, in send
    self.connect()
  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 184, in connect
    conn = self._new_conn()
  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e
urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x7fee3311d240>: Failed to establish a new connection: [Errno 111] Connection refused
2020-01-27 13:57:53,624 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 1 times in a row, putting on 60 second timeout.
2020-01-27 13:57:53,625 -not-actor-/PID:76 elasticsearch WARNING PUT http://esslave0:9200/metricbeat [status:N/A request:0.001s]
Traceback (most recent call last):
  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 157, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw
  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 84, in create_connection
    raise err
  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 74, in create_connection
    sock.connect(sa)
ConnectionRefusedError: [Errno 111] Connection refused

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 238, in perform_request
    method, url, body, retries=Retry(False), headers=request_headers, **kw
  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 720, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]
  File "/usr/local/lib/python3.7/site-packages/urllib3/util/retry.py", line 376, in increment
    raise six.reraise(type(error), error, _stacktrace)
  File "/usr/local/lib/python3.7/site-packages/urllib3/packages/six.py", line 735, in reraise
    raise value
  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 672, in urlopen
    chunked=chunked,
  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 387, in _make_request
    conn.request(method, url, **httplib_request_kw)
  File "/usr/local/lib/python3.7/http/client.py", line 1229, in request
    self._send_request(method, url, body, headers, encode_chunked)
  File "/usr/local/lib/python3.7/http/client.py", line 1275, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)
  File "/usr/local/lib/python3.7/http/client.py", line 1224, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "/usr/local/lib/python3.7/http/client.py", line 1016, in _send_output
    self.send(msg)
  File "/usr/local/lib/python3.7/http/client.py", line 956, in send
    self.connect()
  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 184, in connect
    conn = self._new_conn()
  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e
urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x7fee3311d3c8>: Failed to establish a new connection: [Errno 111] Connection refused
2020-01-27 13:57:53,614 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(2)].
2020-01-27 13:57:53,615 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(2)].
2020-01-27 13:57:53,625 -not-actor-/PID:76 elasticsearch WARNING Connection <Urllib3HttpConnection: http://esslave0:9200> has failed for 2 times in a row, putting on 120 second timeout.
2020-01-27 13:57:53,613 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(2)].
2020-01-27 13:57:53,615 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(2)].
2020-01-27 13:57:53,626 -not-actor-/PID:76 elasticsearch WARNING PUT http://esslave0:9200/metricbeat [status:N/A request:0.000s]
